user_id,first_name,last_name,email,password_hash,phone_number,location_lat,location_lng,user_type,rating,availability_status,total_earnings,preferred_gig_type
11,Gaurangi,Sandal,niharika44@example.com,$2b$12$2QYp66qnw7wn5CroEGjwd.AzonMz2TjvTzMjRpCYyMXZQfIS74xvG,02280427171,19.432326801591504,72.85520678657228,Freelancer,2.4,Busy,33421.36,Delivery
12,Zilmil,Kanda,bathnirja@example.org,$2b$12$PUi9PbyiB2C03wA/N/2YkOkI61CX/DEP/rtZ0cJEdbMq3SU9NAlFi,+916530526744,18.931752904386773,72.91890542537955,Driver,3.6,Busy,1989.85,Driving
13,Aishani,Garde,mmitra@example.com,$2b$12$TbVkjbtrx1zPUP3CbqFOpeHRKxaz9r8MljLvd/l8vem9JOkc5hpD.,+916897497629,19.459513456037506,72.7616720393335,Delivery,1.6,Available,83267.19,Driving
14,Chandani,Nagi,edugar@example.org,$2b$12$OycOgdXdIr8QN92Xjujf9.y4kchRmvEPzwhVjg5K5BaTdnIBWiUtW,+913197433157,18.691383529974548,72.70435626710872,Driver,4.0,Offline,72043.25,Delivery
15,Azad,Memon,anikagupta@example.net,$2b$12$uqrws9VVmZLsn8O9/AyqqebIrT2UlPl/fb8hFbM10fqVTKueyvP9u,+912485403890,19.372780540093547,72.93794709585389,Driver,1.1,Busy,64642.72,Delivery
16,Ubika,Singhal,nirja15@example.com,$2b$12$osyG.lRNU1Uk.izXIrj8gulypbIeQfyfySj5SanH7QwVVFP6FK/FO,+919739348560,19.235364530709123,72.75488327183639,Freelancer,3.1,Busy,93536.89,Freelance
17,Bachittar,Lalla,dhawankevin@example.org,$2b$12$9mQMeowcHOFjA/MwEWy4XefKW0X3W85XXV4lf3s83pivnB53iTcfe,01719313913,19.25538297117791,72.81460355322473,Freelancer,2.3,Available,66172.73,Driving
18,Zilmil,Verma,chanakyanatt@example.org,$2b$12$r11vi3V5aXe4lMXeKCsFlu3uyc1ZFPO6JBPwLKbfLWBQxaxXNvix2,3228551776,18.54928644070999,72.71304690820475,Driver,4.2,Busy,92773.11,Delivery
19,Daksha,Vig,iganesan@example.net,$2b$12$ptyQ4e9ZNWapTY4VyAiKN.Cif2F3VZBAIZ3aNjc7B0.bITPWmyZjK,00584880568,18.501982198979903,72.94174820579755,Delivery,4.2,Available,82560.98,Driving
20,Yashawini,Nayar,pandeyindira@example.net,$2b$12$CA94DcpHZsZ7VLDy35eZn.4tsJ06PmMBF2u0g5fK1QoU6jjlrj3Q6,9787211472,18.89205800039295,72.93315714657966,Freelancer,3.2,Busy,49103.26,Freelance
21,Aarna,Bains,birjack@example.com,$2b$12$CqeE.IzTvrwsd2unWIUIgeaL8fevUPVmxcAw.U1rnhb9X7hOwjuMS,+911603040060,19.317924099756485,72.70002798675557,Delivery,3.3,Available,45832.96,Driving
22,Chandran,Mann,kothariudarsh@example.net,$2b$12$cyyugVQpiA/wwiA68uzngesTiuuuQYgRkq.1XlD4yk70mbp0Dxph2,8462005122,18.866934672022165,72.95507098985803,Freelancer,4.9,Busy,76051.29,Delivery
23,Ikshita,Sandhu,arinnaik@example.net,$2b$12$O3DhvdTjIBWPyGm0NXeOkO/fqXOK9nLtm.6LX.Dn2Ef1ih6MaHniK,+915118967530,19.194545822870047,72.89523206468208,Driver,2.8,Offline,28976.92,Freelance
24,Rajata,Guha,nitesh04@example.com,$2b$12$arJCYPESJCWwN6dC.4PMTe9jrfzyMaZU0ClSPlbgAabRleCnEJqBy,+915288398262,19.337265955687084,72.99259439269385,Delivery,1.3,Busy,7939.07,Driving
25,Udyati,Subramanian,guptabenjamin@example.net,$2b$12$9MjMFGMuj2B3dCa0zI8xju1paD4DNlgLLVszAgzcnLoWlCHyC.H4q,0475811152,19.07517085615336,72.80868326770994,Freelancer,2.4,Offline,15622.62,Driving
26,Jeet,Trivedi,gaurika95@example.org,$2b$12$iIVPnQ0ZOmOiTRIbzb7cIOeLEiPam3zdiAnmlE4J9Q6AO5TW30q7e,+916248500883,18.984785160328045,72.71214184152947,Driver,3.6,Busy,55259.49,Delivery
27,Teerth,Maharaj,frado63@example.net,$2b$12$d4U97uhNveFEFbv6i5di2OPk/POfLkNTyTZN6MKHTvGHJzidsd8Wq,06498465851,18.652795379244544,72.92971360637074,Driver,1.9,Busy,69421.85,Freelance
28,Bhavya,Goswami,buchlakshmi@example.org,$2b$12$H8I93LDk8k1ii5/72.P4oettAzlc3.cbu6634rH0I0Rxsn2OkL.By,+914888644712,19.47214253667057,72.74130037192928,Delivery,2.8,Offline,33207.13,Delivery
29,Jeet,Jha,chandanithakur@example.org,$2b$12$XpRwTcHyvNyFNmcT.1eR6e.5hPtcwInYfIf/3kS6cKPpgCI/JqYT6,1794556416,18.816556620725294,72.76104951085675,Driver,3.2,Busy,29451.18,Freelance
30,Yadavi,Raj,rajaomya@example.com,$2b$12$3Qs6oH9knwM88viMberzAO1GXXn0rR2dSF6Mqpa7acEqOO33dppgy,+911291774832,18.996106201857383,72.86092684589488,Freelancer,4.5,Offline,54057.77,Driving
31,Gavin,Sidhu,oommennetra@example.net,$2b$12$Nt2c8niAKyoRSjMJso5Z9OfsDVt5X1nGI5tw.TFzH.QnI0wRTsKjC,7600739413,18.706047163952892,72.99173372499148,Delivery,2.9,Offline,21520.05,Freelance
32,Rishi,Sandhu,vedhika52@example.com,$2b$12$l3PCQ9Gmm73.HD4PJimxheYnbBFUrMD72EGFLFP9XRMQzoefHuomO,01844116337,18.67412405201989,72.92606137681744,Driver,2.5,Available,22813.47,Freelance
33,Jagrati,Dara,nidraloyal@example.com,$2b$12$76LoPsGmKDwAmggF55mYmOqvNxqYsRQvmxGisEXPOxqXnPZf5Qqju,6345794724,18.94390632561763,72.76389315158093,Freelancer,3.6,Available,55429.37,Delivery
34,Hemani,Sehgal,cuppal@example.com,$2b$12$TubSyzAz8fstffiJKBrIy.Y4x19qWozfA1UFqHdMLKv4W08j8zzm.,4088049104,19.2525615024477,72.8748810317853,Freelancer,3.7,Offline,59628.11,Freelance
35,Anya,Aggarwal,paithomas@example.net,$2b$12$8tvDzJnbLE1M.JvOLaFfWuUvdfPL1a9LZkZ/suG9.2GP/4mxF2QVe,4629562459,19.054611462033616,72.93746719138952,Freelancer,2.9,Offline,12597.44,Freelance
36,Tanay,Nath,qsachar@example.org,$2b$12$llqDH3F/cyB6Lp/qA0Zi9.Uy5utnULc1JFemA6Xaq5EFdpZfyKQy.,09732495471,19.11258706048927,72.90745558043878,Delivery,1.2,Busy,10082.32,Delivery
37,Charita,Jain,chameli40@example.net,$2b$12$JVRnz4ISXn7QGZDYuyf.HeCipiktuRHJGoaxDt5lCwr33mxbDebmy,06587871574,18.909859733983748,72.75288023321446,Delivery,3.5,Available,72549.26,Freelance
38,Shravya,Dubey,kalaharish@example.net,$2b$12$rnks9kVWiCfczdv6otl6z.H70BUQkMrRlcy54ykjdcpLkW7k.OQHq,06749198006,18.890009590012664,72.8881944987393,Freelancer,4.2,Offline,3837.3,Freelance
39,Jagdish,Lad,noahkata@example.com,$2b$12$jhbWUp9LuvPkju..KKd8JuWI1h.sJFZv20df0nvKsJdyoKZ.Qk36a,1268175707,19.09549516745996,72.77746775965396,Freelancer,3.6,Offline,82035.95,Driving
40,Hemal,Bali,amaira41@example.net,$2b$12$.3Qap3xqfH3/fTzPi49JEeh2WNZDBNbxwaub8cOcNFsXumeOl2n2y,+912082999153,18.671101139075983,72.9249187274626,Driver,3.2,Available,59066.14,Driving
41,Charvi,Handa,mekhalamagar@example.org,$2b$12$ujNCkNeGwCDGDh596.lQEO5TZ00k.AqP3WjF.MEZTkCKjL6cyPBYa,09838983951,18.596741070199894,72.76465036634404,Freelancer,3.5,Offline,65045.62,Driving
42,Ekavir,Bala,amruta19@example.org,$2b$12$XRo2Mqcg1dqsx1wXqUlTReU02XuJa4bY6uCW/c8UWOec7DcOM7c9W,8221321989,18.911963796668235,72.95023760115708,Delivery,4.6,Busy,86060.9,Freelance
43,Max,Dasgupta,sandhulaksh@example.org,$2b$12$WuWlWi6604EARNrTSeFpEudxKhxRsWN.lmsomBEZjDyDtlNNvXeDm,08180315998,18.631719608225957,72.87136962922673,Freelancer,3.0,Busy,53357.42,Delivery
44,Raghav,Malhotra,sahnishivani@example.org,$2b$12$ZjAxMpi0zMfMdfHPabq1lOrRp2ZPLBIrLuP.p/dqobSO1O2G1h2Mm,6901105368,18.76799743207487,72.77301872578379,Freelancer,4.4,Busy,7965.22,Freelance
45,Yadavi,Sastry,omisha20@example.com,$2b$12$dlvBWC7Y9wdtPHUVoujYZ.HX8HjLuKg/QjxJd0jy.1q7nLQAyWHVK,2411827040,18.76658614364657,72.82386477018447,Driver,2.2,Available,48760.46,Freelance
46,Aarnav,Shah,anthonyborra@example.net,$2b$12$0oYeGnG9n6E5/iE1yGcsZOK./F.IqjRs9SJCKUgWCpLCJXoxBXpk2,00810475791,19.255117221467376,72.93470934322023,Delivery,4.0,Busy,59286.34,Driving
47,Rachita,Raju,yashodhara76@example.org,$2b$12$Wul1QRY1euboxBRJe/95ouZHI/QUxdbW8Cr4l43HL61VkLnuCiLSG,7281126775,18.533000622411954,72.87788657131529,Delivery,3.9,Available,39080.12,Driving
48,Radha,Acharya,ucchal65@example.com,$2b$12$teV.pCTfNvZUzRN0uX0oSuAwWxQf3GzUUWpr3LXqe67jDXz2Qmp2q,00984682308,19.15138589884581,72.86322830940902,Freelancer,4.4,Offline,2835.99,Delivery
49,Balveer,Dugar,chasmum25@example.org,$2b$12$gj5oDJ9/kjaQrNo2bAPqDe7hQXirZtubxP2YVA.Fs9eXk1.LOThp2,4354915785,18.909500476693395,72.75600250387599,Driver,1.7,Available,83948.6,Freelance
50,Vihaan,Kaul,suhaniyohannan@example.net,$2b$12$07HQkyU.gzYeUyQqwjihpe8enYWniyiC0c0NuL5r5iKZSXSi1C4Aq,07806049755,18.696419928311535,72.78154043375113,Freelancer,2.0,Busy,18828.27,Freelance
51,Aadhya,Hegde,baghyawati43@example.org,$2b$12$bwRXiK0t8rc4JjkDbKl5XuPlACaXwT8bRhqKF/hztrspQkwN3r53C,7822877696,18.641859849252093,72.92582783877424,Driver,1.6,Busy,61805.51,Freelance
52,Ikbal,Dyal,netra12@example.com,$2b$12$IB1fpWLcuo8BGGme.BSI1.rvsPyLfiDqHoX5soSHIsLHYQ7r8qtvC,+917192914551,19.146583334260466,72.94893376107837,Driver,4.4,Busy,33847.91,Delivery
53,Qushi,Pillai,battaraghav@example.org,$2b$12$cbTHeYNBpjUF5MIAR8xuIO0inFkMvQ7aD7.uptrDZ.g0ICn60mgtW,2067147333,19.028349298112257,72.92720093532864,Delivery,3.9,Available,73660.56,Driving
54,Krish,Kade,vrinda21@example.net,$2b$12$p2KFNY4zRzLTbkGI3tAqgOr17kCdZtJw5YpOl1mrBJVlwrhwEV3wG,02205948083,18.619687100218197,72.98679551105154,Driver,2.6,Busy,92916.59,Freelance
55,Jhalak,Joshi,mohammedoak@example.net,$2b$12$V5N2Nl9ArADIwvMpB92p6.n6BecmyMopi/6lIWX5Dztmpblc0LYbO,+914385143637,18.978870557792362,72.96318131021371,Delivery,1.3,Busy,6504.64,Freelance
56,Aachal,Chad,mbalasubramanian@example.net,$2b$12$BQqB.aaOHZRnI0alt6wKvuupzLXKuSUW/kIIl42pbwbv0Uqrprgqe,+910940776279,19.19043968856193,72.81438966053273,Driver,2.8,Available,81589.61,Driving
57,Devika,Sama,kataishaan@example.org,$2b$12$zOI8g3hgxt9ZUUEHMv3F0.jblGg5uXkl4ro5wjCQQKq84rSx5O5mC,+919264958929,19.421407942040382,72.93254098772114,Freelancer,2.8,Offline,90097.14,Freelance
58,Idika,Tara,veer55@example.net,$2b$12$.e5h2vgYzaqIWbr3sD2cU.EsC2eBWpYvmA1JSCve3PKLrG8ZFCoQC,8961839539,18.95520245690077,72.88985722790548,Delivery,1.5,Offline,27354.08,Driving
59,Baljiwan,Oza,nvaidya@example.org,$2b$12$z27i5EJ0ORYZz9bx3IlMbubXds80jbFbXh6lYosnb7EIXspWscNYm,1420540487,19.49483268335474,72.88259840043271,Delivery,2.8,Available,85125.58,Delivery
60,Tanish,Setty,loganpurohit@example.org,$2b$12$pm9Jq.rQn1IPnqgG.qiHxOjqgbNBWUZnSVqYd5UymyK4EsN9irzAu,00894092352,18.88887267250028,72.8222128748196,Freelancer,3.4,Busy,87932.26,Driving
61,Advaith,Nanda,teerthpillai@example.com,$2b$12$XnGwbUCjTzgXpGaw9JPBoOUinRz1ptFUgtIPaFTMW8c1OX3bUzv82,02792034911,19.138330820601457,72.90381038555402,Delivery,3.5,Busy,7245.81,Delivery
62,Pahal,Dua,krisha61@example.org,$2b$12$BBz1bcpG/iKUbORLkelameknS0ZGqY8W0XCJ0rlm5pZabRLFEbj9O,+918571135135,18.819514825063848,72.7037921931107,Delivery,4.1,Offline,90967.05,Driving
63,Banjeet,Bora,gargrachana@example.com,$2b$12$a5EvuYS4qwa78njku2DY0.swgjKn3raiJHsLWd8rsXLbCUscmz/Qy,1093945198,19.46522620017865,72.94072092707171,Delivery,4.4,Offline,25676.07,Delivery
64,Vanya,Ganguly,csahni@example.net,$2b$12$J/PGOQpdCdOxVtboHiQ2LeH4tC4i.hmspa98W7W0xIAmTGl0JXI62,02473252697,19.272231760021555,72.7219916936913,Freelancer,3.5,Available,85957.47,Delivery
65,Mahika,Balasubramanian,umangal@example.net,$2b$12$ak412ngyR1XbN6t6B23uPu/hQF7EOe/d1.hJluUL.QKZGJ886Vz3C,0370338815,18.790569311285093,72.80688261089888,Freelancer,4.5,Busy,67046.82,Driving
66,Manbir,Master,gabriel63@example.org,$2b$12$5tovGvftuVOFsVXna3BDZ.ygkhAaWfeAaItihFCpf.9XklJKAFT2m,00025426590,19.34797039606557,72.8954127803506,Delivery,1.1,Busy,86751.28,Freelance
67,Imaran,Gaba,omyabhargava@example.net,$2b$12$gTbLxMFD8PfHdiqVskSwPejuudf9N6ubK55l2Y5B67bw6wCdP3iN6,2266243942,19.02966306318632,72.90560507677905,Freelancer,4.1,Busy,49362.74,Driving
68,Hredhaan,Mall,wyattbala@example.com,$2b$12$a3GOitBIOBDSoNezwLtce.ym.wRSdxBAnZQWccGoiBR78NA/yExT6,08590905661,19.405467806585097,72.95341990156511,Delivery,3.6,Offline,2576.92,Driving
69,Darsh,Mangat,sanya78@example.org,$2b$12$3hRKCS/E13QcNMRPOutnVe7ud5fkQA4gzGS5E8RVWdtLkqv2udOo.,+915647476581,18.85188747857551,72.85237282153776,Driver,1.4,Available,46670.12,Delivery
70,Tejas,Sur,alexander62@example.net,$2b$12$.D1JSiNAWoxYIvR/0ZZoJ.XMfbztGlh3q5KOzDSQPp1NAXD4xrWQm,4702857199,18.630850541046126,72.78106763342556,Driver,1.1,Offline,11019.31,Delivery
71,Aachal,Yadav,floyal@example.net,$2b$12$skAyIsiQ5GcOKngsNcKlHePjoe2MJZweZdgmR3dQTAcVwoksQKewa,9038506955,19.35582078836496,72.75441934631041,Driver,2.7,Busy,93026.72,Delivery
72,Krisha,Mandal,sridharrobert@example.com,$2b$12$3hp8xNaWabLIGTGI32qlde1hlIabXsEiv88bXs58O8vaWmcL..HvO,6599372997,18.741141673898376,72.71489532347209,Driver,3.2,Offline,24191.02,Driving
73,Ishanvi,Yadav,fchana@example.com,$2b$12$SXgucv8dNWHousbPGSksh.VGRkNp0v4RSQaVHumrZdgFtneZq/PaG,8757659798,18.595555575728667,72.87936965347454,Freelancer,1.7,Offline,46207.96,Delivery
74,Avni,Misra,raagini58@example.com,$2b$12$rsmiOdE9PyRf26NMHRK.O.JXIBXURr2hWOdZZzZKOWzFGr6KtzTXa,7493966775,19.025763279123616,72.7765007463245,Delivery,3.0,Busy,39762.86,Driving
75,Nirja,Ramesh,saiom@example.com,$2b$12$ZxchJU5V.H1dsM2DDbNlnuwGtQbh1COEw8BcGhmW9lrW2NHS3PF8K,8129761369,19.254298806732145,72.87869232413169,Freelancer,2.0,Available,13231.99,Driving
76,Vasatika,Golla,anushabarad@example.net,$2b$12$oPxg72Apb2L5SZ6eGzuyS.2XQwbIVggvQKvsYY.wXadQAbxk/UJ3O,+916261831362,19.144986495431223,72.83447242198514,Driver,4.6,Available,84024.32,Delivery
77,Ekaraj,Borra,rsengupta@example.net,$2b$12$tmBuZSCY/wj1dykZ.5hxoeTyMSnP9IeFdN6UD6BipYbS3tC65o2nG,+910679382310,18.755661510872937,72.7864073702936,Delivery,4.1,Available,85935.12,Delivery
78,Michael,Sethi,bhavikatalwar@example.net,$2b$12$Z4xxI2Sbt7EV7VEh.XB7heISRekOUp8Kn7EKa45svXcoup/jp1u1y,05482337536,19.376283297371454,72.74092266258606,Driver,3.3,Busy,77924.92,Delivery
79,Advika,Chandra,oscarsawhney@example.net,$2b$12$sSORM.jFn1df9ehv7SayW.Bjjr5Oe8FesEjuCJdb4033RpMPRGafm,+915050338472,18.82967686294887,72.82822001164821,Freelancer,3.2,Offline,74878.53,Delivery
80,Ishaan,Kata,voraaayush@example.net,$2b$12$GJ7vSLZCm1ipm5AqIAWHiufkEWyIWUCK8sw1D9K/IiCaHSpRawMni,6503239163,18.548213609097157,72.94790078744447,Freelancer,2.3,Available,46088.52,Freelance
81,Ridhi,Sen,mallzayyan@example.com,$2b$12$f1zzx5TXyC6wkTpe2qZdwON1.J0K/KgP5.o1apgj/9Y0YlGh/3hy.,01365472194,18.799779189254195,72.81859615867367,Delivery,1.2,Busy,78007.07,Driving
82,Abhimanyu,Singh,chadalaksh@example.net,$2b$12$sbvxaJsRNpQppjQF9Z2hB.rrnS2/wdLjVdqn2OgWB015SwbuwMbNS,2409769273,19.25385339011733,72.92294120883462,Delivery,3.5,Available,18711.53,Delivery
83,Hema,Nayar,fgandhi@example.com,$2b$12$6wqLoB8JGhfTCcrYMGyyzOVAdPP/cwfC5WqnL5jvzemDzuMxPE5bS,09993668052,18.509887346514237,72.9041342005419,Delivery,2.3,Available,18969.17,Driving
84,Reyansh,Chahal,ysridhar@example.com,$2b$12$Wf4ybqqd7BJin21VdJe4Rec..hFdufCj5x8wx6.B46pWyS.nBH2CW,05144391204,19.441639975174603,72.96557853562872,Freelancer,3.2,Offline,24899.08,Delivery
85,Samesh,Sheth,semharinakshi@example.org,$2b$12$5PeTnCuhwzUAeM6TwVGEIuhQC0wpnqc1cv4DGmnp6VdqkdqhinMSy,+919089461393,18.723680951591223,72.86595337068059,Freelancer,3.7,Offline,96432.02,Driving
86,Nicholas,Raman,sneha53@example.com,$2b$12$NlpaA3rEXq6Q0E6SYsFoG.cXc86yQLotDGKxxeh66eEazNKHg4XEG,05832382145,19.26251387746644,72.85734750454672,Delivery,3.1,Busy,6141.4,Delivery
87,Chandran,Sibal,agour@example.com,$2b$12$F/.c20X85D2doLTgg8sRWu7yOOznG7UZWksysyvnFvEx/HLlhaag.,00307394939,18.726645669088704,72.91431391231558,Freelancer,1.2,Busy,89056.84,Driving
88,Owen,Gade,sudiksha29@example.org,$2b$12$Y.YgRVl2R9Px28Si68J4qOqgGool5In7P2JDHEFpsciAp8Irv6Wfi,08346695933,18.812548164163143,72.82926806141934,Freelancer,4.1,Available,14529.12,Freelance
89,Praneel,Apte,dhruvpingle@example.com,$2b$12$Xm8sN4tZhzvcbtMavQ.s0.URI5JfsmQgifAGAKNgh5Tr10w2CrcsC,07070726783,18.707576341058818,72.91938792069288,Driver,4.7,Offline,82067.05,Driving
90,Charita,Dutt,mangatekansh@example.net,$2b$12$l5rPQWknujPcdqggtz53E.D0g/kDC/xCtpmP1waQdC9j/2LGrxtXm,6265262847,18.88321620221175,72.92105996881132,Delivery,3.1,Busy,51472.15,Driving
91,Jagvi,Mannan,loyalpushti@example.com,$2b$12$tZzda7kYB.7VOIjhbMK0cOcXuI1Ib2Nabuw7eXNh6xzczZV8c6GA6,06888190362,18.70110040429659,72.8537199009804,Delivery,4.7,Available,80508.33,Delivery
92,Nisha,Jha,saijha@example.org,$2b$12$/gRdXqh68JDW7r3PAEJ4vOUjBm8Te7Lrt4Ff1Du544wVK/tismyga,+917470091119,18.707220762993003,72.91273368904385,Driver,2.6,Offline,24287.33,Driving
93,Janani,Bhattacharyya,venkateshdev@example.org,$2b$12$ilMOPp4M00ILMuzVx4jXa.uFrrmWxzPLISamrIngvbGGc2ByAlBgy,03136928817,18.539520584370997,72.88654819126506,Freelancer,1.9,Busy,21363.78,Freelance
94,Nitesh,De,madhavibaral@example.com,$2b$12$X2mfDw6pfp4hejWLkOOPUuok3ryS9tvNC9VHToH7qp.qrka9DpI76,06812025801,19.20874103730426,72.79494187711401,Delivery,4.2,Offline,47163.04,Driving
95,Niharika,Kota,wableekta@example.org,$2b$12$pe8I61dtihSuW6pbjRjJhOp5v5lfM6p8hCbDtvFNqcG0w5fdrN3gK,4168525304,18.760606686667046,72.94205756745991,Driver,4.3,Offline,17116.69,Freelance
96,Simon,Bava,jasonshetty@example.org,$2b$12$V7vEyF4509L5PgBqq01CM.3S1oVyHhfcMUYrVHoKQZ7sHBz8bi8wm,+913998446555,18.879780534124173,72.93517246284088,Delivery,2.8,Available,44219.16,Driving
97,Barkha,Minhas,mpanchal@example.org,$2b$12$gU0y2e57vK6wdrh9JSA34OlPHccJPtYCeZ9EbuW5IgTIV8XMlndiS,1270652261,19.09138529657381,72.94768523924104,Freelancer,2.2,Available,61930.06,Driving
98,Advaith,Sawhney,groveraashi@example.com,$2b$12$/Gg6qMTcFh3tDp.ZLS3BQeeTNBw0nAmF6Fb9U5UKD3jjli4KWvKDu,+916105892310,19.36738824951927,72.73334516119783,Delivery,2.6,Offline,67868.88,Delivery
99,Krishna,Sawhney,aryagoda@example.net,$2b$12$AJ7K7puITOr6bW3KDCWg5umdxHeLLxNhIYVwXuhQlTTMN/6a9ohju,5775925494,19.245300830119653,72.77558601950608,Driver,4.4,Available,17555.05,Driving
100,Lipika,Jayaraman,kalavihaan@example.net,$2b$12$wuTvnPIrosuwvQ5DK2HWd.e3pkUvF9aHevQbk0c9JkoTOBV4ODxNS,05413509450,19.32070957084847,72.81364901358091,Freelancer,1.2,Busy,69268.63,Delivery
101,Zayyan,Bedi,tbail@example.org,$2b$12$q0S3gdxcG1lcyB47FTumc.EFayxHSV5JKPdfIcRwxldvDdkkXZb.C,+917454940926,18.629497975810043,72.83932664458075,Delivery,3.4,Busy,46396.81,Freelance
102,Jonathan,Sandhu,talwardaksha@example.com,$2b$12$1mh5MTvPUaCoBYtPmLxHc.kLPhXEVdkYmWg0SMICY3n.TX4gYU51m,02310754977,19.233518825789126,72.77257370457686,Freelancer,3.4,Available,5269.27,Driving
103,Anya,Sarin,gabalaksh@example.net,$2b$12$nprhkygHoO32xUHzn3VZsOYM1d4SMeNBu3IB2OSk5Y93Y1KDo6iP6,5816406674,18.99758642408857,72.73210910053255,Delivery,1.9,Available,95693.82,Delivery
104,Joshua,Atwal,purohitjalsa@example.org,$2b$12$9O5aDn1VrFk5SDb19EQR9OMtN63Vco1TCYjO1GWWUibr91fWNNYi2,2948105047,18.94687302320661,72.784185329234,Freelancer,2.6,Offline,17618.44,Driving
105,Kabir,Rai,bosenisha@example.org,$2b$12$9Vcph6P/nMthynw5/0QDu.jrdZZYSfFu1UnNMxUSoII1ujFBkh6lC,+911428169343,18.601099500655792,72.93063985079033,Driver,3.9,Offline,3001.82,Delivery
106,Falguni,Peri,yadavi73@example.org,$2b$12$jaNZ6W3geOb4TDyu.IuRXeaUXNkRrUhbwSF6vWIJpkGVIO4k9kQ6W,1593715187,18.786547385941862,72.7741932000806,Freelancer,1.6,Busy,72542.41,Delivery
107,Max,Sathe,wchaudhry@example.net,$2b$12$4CyWy9tef2AP2cSEctUUTegFYod8MCcWXXuNjRBdCmRPWVAo7ssQe,+912061891024,19.42201996962272,72.81819273740298,Freelancer,2.8,Offline,62229.73,Freelance
108,Chakradhar,Balasubramanian,chanakya68@example.org,$2b$12$dhBnb636BghX70TN7K6kouXLmKFIuuW2Om.ywLMN.ztP7Nn.5917u,7181748965,19.209027190053295,72.87893232849984,Driver,2.5,Offline,25388.6,Delivery
109,Lucky,Manda,vedikamunshi@example.net,$2b$12$KewJ.j53bGpgDEaoXGLKT.t1TJRN5xjbUGUKovagxmcyJy7pVYKSu,+913003224665,18.887528369340572,72.80568720029254,Driver,4.4,Busy,17213.38,Delivery
110,Edhitha,Sen,abhimanyu10@example.org,$2b$12$px7C8ZXfhdwNyVb2DSFgq.cQGtx73.w/.DxyYNFdKVhkxHUMr2sDS,00764603162,19.216170376287444,72.78396760940366,Delivery,4.2,Available,77738.77,Freelance
111,Chakradev,Babu,koshynikita@example.org,$2b$12$XoRqFkMH6nE31maVlVPstueHMACZ/ntSH/3KfyH09MC4cf0lULcly,+910462040919,19.487599842348335,72.78014377804736,Delivery,2.7,Busy,72730.77,Delivery
112,Gopal,Dara,naveenbajaj@example.com,$2b$12$qmyKqzb31DtiuH6ca8UeUe/oHxTgxWCSFHo7RMrJsoQYek7aQciq2,+913880468316,18.94965819011766,72.92414013630838,Driver,2.1,Offline,82751.85,Delivery
